,country_code,postal_code,latitude,longitude,region_id
283,swe,12065,59.30341729999999,18.1018224,Södermalm::Stockholm
284,swe,12067,59.30568659999999,18.1041561,Södermalm::Stockholm
285,swe,12071,59.3087092,18.1038325,Södermalm::Stockholm
286,swe,12078,59.3028184,18.0943061,Södermalm::Stockholm
287,swe,12079,59.3031194,18.0974169,Södermalm::Stockholm
288,swe,12130,59.2875429,18.095796,Enskede-Årsta-Vantör::Enskededalen
289,swe,12135,59.2906003,18.0887437,Enskede-Årsta-Vantör::Johanneshov
290,swe,12136,59.292824,18.0875031,Enskede-Årsta-Vantör::Johanneshov
291,swe,12137,59.2952652,18.0938229,Hammarbyhöjden::Johanneshov
292,swe,12139,59.2923383,18.1064431,Hammarbyhöjden::Johanneshov
293,swe,12143,59.2968405,18.0750514,Enskede-Årsta-Vantör::Johanneshov
294,swe,12144,59.2949099,18.0755459,Enskede-Årsta-Vantör::Johanneshov
295,swe,12146,59.29829720000001,18.1038021,Hammarbyhöjden::Johanneshov
296,swe,12162,59.2915545,18.0781969,Enskede-Årsta-Vantör::Johanneshov
297,swe,12163,59.29465099999999,18.0695647,Enskede-Årsta-Vantör::Johanneshov
298,swe,12177,59.2922324,18.0838467,Enskede-Årsta-Vantör::Johanneshov
299,swe,12231,59.2839296,18.0924642,Enskede-Årsta-Vantör::Enskede
300,swe,12232,59.2848437,18.0834974,Enskede-Årsta-Vantör::Enskede
301,swe,12234,59.28191320000001,18.0909642,Enskede-Årsta-Vantör::Enskede
302,swe,12237,59.28398079999999,18.0635665,Enskede-Årsta-Vantör::Enskede
303,swe,12241,59.28009220000001,18.0439691,Enskede-Årsta-Vantör::Enskede
304,swe,12242,59.2760729,18.0512685,Enskede-Årsta-Vantör::Enskede
305,swe,12243,59.28211659999999,18.0506123,Enskede-Årsta-Vantör::Enskede
306,swe,12244,59.2647023,18.0890933,Farsta::Enskede
307,swe,12245,59.26100329999999,18.0837729,Farsta::Enskede
308,swe,12246,59.26502409999999,18.0764794,Farsta::Enskede
309,swe,12260,59.2698955,18.0788141,Farsta::Enskede
310,swe,12262,59.2814884,18.0861468,Enskede-Årsta-Vantör::Enskede
